commodity_name,market_name,arrival_date,modal_price
Cotton,Shorapur,18-12-2019,51
Cotton,Sindhanur,18-12-2019,47
Bitter+gourd,Honnali,31-12-2019,12.3
Potato,Bangarpet,21-12-2019,19
Potato,Chikkamagalore,21-12-2019,16.81
Ragi+(Finger+Millet),Kadur,21-12-2019,18
Rice,Bangarpet,21-12-2019,28.3
Rice,Bhadravathi,21-12-2019,19.78
Rice,Gulbarga,21-12-2019,39.1
Safflower,Gadag,21-12-2019,45.93
Sajje,Gadag,21-12-2019,15.73
Soyabean,Gulbarga,21-12-2019,39.25
Sunflower,Bellary,21-12-2019,36.68
Sunflower,Gadag,21-12-2019,37.82
Sunflower,Gulbarga,21-12-2019,39
Sunflower,Laxmeshwar,21-12-2019,36.89
Sunflower,Mundaragi,21-12-2019,36.44
Tender+Coconut,Mandya,21-12-2019,120
Tomato,Bangarpet,21-12-2019,6.8
Tomato,Chickkaballapura,21-12-2019,7.75
Tomato,Chikkamagalore,21-12-2019,10.63
Tomato,Kadur,21-12-2019,7.14
Ground+Nut+Seed,Mysore (Bandipalya),18-12-2019,85
Wheat,Gadag,21-12-2019,26.4
Groundnut,Challakere,18-12-2019,44.08
Groundnut,Chitradurga,18-12-2019,45.35
Groundnut,Hubli (Amaragol),18-12-2019,37.86
Groundnut,Raichur,18-12-2019,43.69
Arhar+Dal(Tur+Dal),Bellary,24-12-2019,42.74
Gur(Jaggery),Gundlupet,18-12-2019,38
Gur(Jaggery),Mandya,18-12-2019,30
Gur(Jaggery),Mhalingapur,18-12-2019,33.57
Jowar(Sorghum),Bellary,18-12-2019,18.7
Jowar(Sorghum),Hubli (Amaragol),18-12-2019,28.09
Jowar(Sorghum),Rona,18-12-2019,17.17
Kulthi(Horse+Gram),Mysore (Bandipalya),18-12-2019,31.91
Potato,Chikkamagalore,23-12-2019,17.95
Maize,Bagalakot,18-12-2019,19.94
Maize,Chitradurga,18-12-2019,18.88
Maize,Davangere,18-12-2019,18.4
Maize,Gundlupet,18-12-2019,14
Maize,H.B. Halli,18-12-2019,18
Maize,Hanagal,18-12-2019,18
Maize,Kottur,18-12-2019,19.13
Maize,Mhalingapur,18-12-2019,17.6
Maize,Rona,18-12-2019,19.37
Raddish,Honnali,23-12-2019,11.5
Rice,Holenarsipura,23-12-2019,24
Soyabean,Sankeshwar,23-12-2019,30
Tomato,Chikkamagalore,23-12-2019,10.72
Tomato,Chintamani,23-12-2019,6
Tomato,Kolar,23-12-2019,7.86
Tomato,Srinivasapur,23-12-2019,5
Onion,Belgaum,18-12-2019,90.5
Onion,Gadag,18-12-2019,25
Onion,Hubli (Amaragol),18-12-2019,69
Onion,Mysore (Bandipalya),18-12-2019,70
Onion,Raichur,18-12-2019,75.8
Onion,Ranebennur,18-12-2019,39
Paddy(Dhan)(Common),Davangere,18-12-2019,18
Paddy(Dhan)(Common),H.B. Halli,18-12-2019,16.2
Paddy(Dhan)(Common),Hanagal,18-12-2019,14
Onion,Doddaballa Pur,23-12-2019,65
Paddy(Dhan)(Common),Mysore (Bandipalya),18-12-2019,13.72
Paddy(Dhan)(Common),Raichur,18-12-2019,18.61
Paddy(Dhan)(Common),Shorapur,18-12-2019,15.79
Paddy(Dhan)(Common),Channagiri,23-12-2019,19
Paddy(Dhan)(Common),Chikkamagalore,23-12-2019,21.8
Paddy(Dhan)(Common),Harihara,23-12-2019,19.75
Paddy(Dhan)(Common),Honnali,23-12-2019,17.42
Paddy(Dhan)(Common),Moodigere,23-12-2019,17
Paddy(Dhan)(Common),Nanjangud,23-12-2019,19
Paddy(Dhan)(Common),Sankeshwar,23-12-2019,18
Paddy(Dhan)(Common),Srirangapattana,23-12-2019,21
Papaya,Ramanagara,23-12-2019,12
Black+pepper,Gonikappal,20-12-2019,318.61
Cabbage,Chikkamagalore,20-12-2019,10.23
Potato,Belgaum,18-12-2019,18.5
Potato,Hubli (Amaragol),18-12-2019,22
Cotton,Yellapur,28-12-2019,72.99
Cauliflower,Chikkamagalore,20-12-2019,10.33
Ragi+(Finger+Millet),Davangere,18-12-2019,20.3
Ragi+(Finger+Millet),Kottur,18-12-2019,20.89
Ragi+(Finger+Millet),Mysore (Bandipalya),18-12-2019,22.91
Rice,Gangavathi,18-12-2019,20.75
Potato,Bangalore,18-12-2019,18
Arhar+Dal(Tur+Dal),Bellary,27-12-2019,45.91
Coconut,Tarikere,20-12-2019,117.47
Coconut,Udupi,20-12-2019,150
Same/Savi,Hubli (Amaragol),18-12-2019,20
Rice,Kolar,18-12-2019,52.03
Rice,Sankeshwar,18-12-2019,21.95
Copra,Arasikere,20-12-2019,110.63
Copra,Kadur,20-12-2019,101.58
Ridgeguard(Tori),Kolar,18-12-2019,30
Soyabean,Sankeshwar,18-12-2019,37.32
Soyabean,Bidar,18-12-2019,39.6
Soyabean,Hubli (Amaragol),18-12-2019,39.19
Thogrikai,Kolar,18-12-2019,32
Coriander(Leaves),Tumkur,20-12-2019,83
Tomato,Channapatana,18-12-2019,10
Tomato,Kolar,18-12-2019,6.33
Tomato,Srinivasapur,18-12-2019,6.33
Corriander+seed,Shimoga,20-12-2019,92.5
Cotton,Bijapur,20-12-2019,51.37
Cotton,Dharwar,20-12-2019,52.43
Cotton,Haveri,20-12-2019,52
Cotton,Hubli (Amaragol),20-12-2019,53.39
Cotton,Kadur,20-12-2019,59
Cotton,Shorapur,20-12-2019,49.98
Cow,Nippani,20-12-2019,400
Sunflower,Challakere,18-12-2019,39.47
Sunflower,Chitradurga,18-12-2019,38.16
Sweet+Potato,Belgaum,18-12-2019,6.5
Tamarind+Fruit,Shimoga,18-12-2019,95
Groundnut,Bellary,30-12-2019,41.92
Tomato,Davangere,18-12-2019,5
Elephant+Yam+(Suran),Gubbi,20-12-2019,12
Paddy(Dhan)(Common),Chamaraj Nagar,18-12-2019,15
Paddy(Dhan)(Common),Channagiri,18-12-2019,18.6
Paddy(Dhan)(Common),Honnali,18-12-2019,17.2
Paddy(Dhan)(Common),K.R.Nagar,18-12-2019,16.74
Paddy(Dhan)(Common),Lingasugur,18-12-2019,24.4
Paddy(Dhan)(Common),Nanjangud,18-12-2019,20
Wheat,Nippani,18-12-2019,30
Goat,Nippani,20-12-2019,60
Maize,Channagiri,23-12-2019,19
Maize,Haliyala,23-12-2019,19
Maize,Harappana Halli,23-12-2019,19
Maize,Harihara,23-12-2019,18
Maize,Kudchi,23-12-2019,17
Maize,Madhugiri,23-12-2019,18.67
Green+Chilli,Chikkamagalore,20-12-2019,22.72
Groundnut,Challakere,20-12-2019,44.68
Groundnut,Chitradurga,20-12-2019,44.77
Groundnut,Gadag,20-12-2019,37.63
Groundnut,Hubli (Amaragol),20-12-2019,38.59
Groundnut,Raichur,20-12-2019,37.89
Groundnut,Rona,20-12-2019,36.92
Maize,Piriya Pattana,20-12-2019,15
Gur(Jaggery),Kadur,20-12-2019,35
Jowar(Sorghum),Basava Kalayana,20-12-2019,41
Jowar(Sorghum),Dharwar,20-12-2019,21.1
Jowar(Sorghum),Gadag,20-12-2019,32.68
Jowar(Sorghum),Gulbarga,20-12-2019,41.26
Maize,Bagalakot,20-12-2019,20.03
Maize,Challakere,20-12-2019,19.32
Maize,Chikkamagalore,20-12-2019,18.24
Maize,Chitradurga,20-12-2019,19.05
Maize,Dharwar,20-12-2019,18.5
Maize,Gadag,20-12-2019,18.91
Maize,Gangavathi,20-12-2019,18.75
Maize,Gulbarga,20-12-2019,17.32
Maize,Hanagal,20-12-2019,18
Maize,Haveri,20-12-2019,18.5
Maize,Hubli (Amaragol),20-12-2019,19.11
Maize,Kadur,20-12-2019,18.7
Maize,Rona,20-12-2019,19.13
Onion,Hubli (Amaragol),20-12-2019,55
Onion,Raichur,20-12-2019,71.6
Onion,Ranebennur,20-12-2019,37
Onion,Tumkur,20-12-2019,52
Banana+-+Green,Somvarpet,21-12-2019,8.33
Ox,Nippani,20-12-2019,450
Beans,Ramanagara,21-12-2019,42
Beetroot,Honnali,21-12-2019,19.63
Paddy(Dhan)(Common),Bhadravathi,20-12-2019,16.07
Paddy(Dhan)(Common),Chikkamagalore,20-12-2019,18.93
Paddy(Dhan)(Common),Dharwar,20-12-2019,15.75
Paddy(Dhan)(Common),Hanagal,20-12-2019,16
Paddy(Dhan)(Common),Raichur,20-12-2019,19.79
Paddy(Dhan)(Common),Shorapur,20-12-2019,17.25
Paddy(Dhan)(Common),Srirangapattana,20-12-2019,16
Potato,Chikkamagalore,20-12-2019,17.02
Groundnut,Bellary,27-12-2019,45.66
Green+Avare+(W),Kolar,25-12-2019,27
Rice,Gulbarga,20-12-2019,39.15
Tomato,Chickkaballapura,25-12-2019,8.6
Tomato,Kolar,25-12-2019,7.33
She+Buffalo,Nippani,20-12-2019,550
Sheep,Nippani,20-12-2019,50
Soyabean,Basava Kalayana,20-12-2019,39
Soyabean,Bidar,20-12-2019,40
Soyabean,Dharwar,20-12-2019,39.72
Soyabean,Gulbarga,20-12-2019,38.25
Soyabean,Hanagal,20-12-2019,38.13
Soyabean,Hubli (Amaragol),20-12-2019,32.89
Sunflower,Bagalakot,20-12-2019,33.95
Sunflower,Challakere,20-12-2019,38.77
Sunflower,Chitradurga,20-12-2019,37.67
Sunflower,Gadag,20-12-2019,39.18
Sunflower,Gulbarga,20-12-2019,35.76
Sunflower,Raichur,20-12-2019,36.39
Sunflower,Rona,20-12-2019,41.72
Tamarind+Seed,Tumkur,20-12-2019,15.5
Groundnut,Madhugiri,23-12-2019,45
Gur(Jaggery),Srirangapattana,23-12-2019,26
Tomato,Channapatana,20-12-2019,9
Tomato,Chikkamagalore,20-12-2019,11.01
Tomato,Kadur,20-12-2019,11.11
Cotton,Chitradurga,28-12-2019,52.69
Cotton,Savanur,28-12-2019,52.99
Wheat,Gangavathi,20-12-2019,21.5
Wheat,Haveri,20-12-2019,21.9
Alasande+Gram,Gundlupet,27-12-2019,51
Groundnut,Mundaragi,28-12-2019,39.11
Groundnut,Savanur,28-12-2019,41.69
Groundnut,Yadgir,28-12-2019,45.12
Ginger(Green),K.R.Nagar,23-12-2019,30
Avare+Dal,Mandya,27-12-2019,50
Banana,Malur,27-12-2019,20
Green+Chilli,Chikkamagalore,23-12-2019,21.01
Beans,Malur,27-12-2019,30.95
Black+pepper,Moodigere,27-12-2019,253.75
Maize,Mundaragi,28-12-2019,17.78
Bull,Nippani,27-12-2019,500
Cabbage,Malur,27-12-2019,10
Carrot,Malur,27-12-2019,31.25
Coconut,Bhadravathi,27-12-2019,165.95
Copra,Gubbi,27-12-2019,110
Corriander+seed,Bhadravathi,27-12-2019,79.65
Cotton,Bellary,27-12-2019,45.61
Cotton,Bijapur,27-12-2019,51.57
Cotton,Davangere,27-12-2019,42.1
Cotton,Haveri,27-12-2019,51
Cotton,Hubli (Amaragol),27-12-2019,52.59
Cotton,Nargunda,27-12-2019,50.31
Cotton,Raichur,27-12-2019,46.5
Cotton,Shorapur,27-12-2019,49.86
Dry+Chillies,Byadagi,27-12-2019,107
Goat,Nippani,27-12-2019,65
Groundnut,Challakere,27-12-2019,44.35
Groundnut,Chitradurga,27-12-2019,43.91
Groundnut,Davangere,27-12-2019,40.41
Groundnut,Hubli (Amaragol),27-12-2019,37.19
Groundnut,Raichur,27-12-2019,41.11
Gur(Jaggery),Bangarpet,27-12-2019,37
Gur(Jaggery),Gundlupet,27-12-2019,35
Gur(Jaggery),Mhalingapur,27-12-2019,34.59
Jowar(Sorghum),Bellary,27-12-2019,25.03
Jowar(Sorghum),Gulbarga,27-12-2019,40.25
Jowar(Sorghum),Hubli (Amaragol),27-12-2019,31.09
Kulthi(Horse+Gram),Gundlupet,27-12-2019,28
Kulthi(Horse+Gram),Mysore (Bandipalya),27-12-2019,31.6
Maize,Bagalakot,27-12-2019,18.84
Maize,Bhadravathi,27-12-2019,18.85
Maize,Bijapur,27-12-2019,18
Maize,Challakere,27-12-2019,18.68
Maize,Chitradurga,27-12-2019,18.93
Maize,Davangere,27-12-2019,19.3
Maize,Hosanagar,27-12-2019,18.5
Maize,Hubli (Amaragol),27-12-2019,18.51
Maize,Mhalingapur,27-12-2019,19.3
Maize,Mysore (Bandipalya),27-12-2019,18.09
Maize,Nargunda,27-12-2019,19.63
Maize,Ramdurga,27-12-2019,18.9
Maize,Rona,27-12-2019,19.4
Onion,Hubli (Amaragol),27-12-2019,41
Onion,Raichur,27-12-2019,59
Onion,Ranebennur,27-12-2019,48
Paddy(Dhan)(Common),Bangarpet,27-12-2019,19
Paddy(Dhan)(Common),Bhadravathi,27-12-2019,16.46
Paddy(Dhan)(Common),Davangere,27-12-2019,19.7
Paddy(Dhan)(Common),Hunsur,27-12-2019,18
Paddy(Dhan)(Common),Mysore (Bandipalya),27-12-2019,16.49
Paddy(Dhan)(Common),Raichur,27-12-2019,19.79
Paddy(Dhan)(Common),Shorapur,27-12-2019,16.97
Paddy(Dhan)(Common),Sorabha,27-12-2019,15
Sunflower,Mundaragi,28-12-2019,38.06
Tomato,Kolar,28-12-2019,8.47
Potato,Hubli (Amaragol),27-12-2019,21
Raddish,Davangere,27-12-2019,347.93
Cotton,Haliyala,23-12-2019,71.69
Cotton,Sankeshwar,23-12-2019,60
Cucumbar(Kheera),Chikkamagalore,23-12-2019,16.36
Cucumbar(Kheera),Honnali,23-12-2019,14.2
Ragi+(Finger+Millet),Davangere,27-12-2019,22.9
Ragi+(Finger+Millet),Mysore (Bandipalya),27-12-2019,22.88
Rice,Bangarpet,27-12-2019,28.5
Rice,Gangavathi,27-12-2019,20.75
Rice,Gulbarga,27-12-2019,38.25
Rice,Karatgi,27-12-2019,30.78
Soyabean,Bidar,27-12-2019,40
Soyabean,Gulbarga,27-12-2019,36.75
Soyabean,Haveri,27-12-2019,38
Soyabean,Hubli (Amaragol),27-12-2019,35.69
Sunflower,Bagalakot,27-12-2019,34.5
Sunflower,Chitradurga,27-12-2019,38.56
Sunflower,Davangere,27-12-2019,36.47
Sunflower,Gulbarga,27-12-2019,35.75
Sunflower,Hubli (Amaragol),27-12-2019,32.09
Sunflower,Raichur,27-12-2019,37.25
Tomato,Bangarpet,27-12-2019,7.5
Tomato,Chickkaballapura,27-12-2019,12.8
Tomato,Malur,27-12-2019,11
Wheat,Bhadravathi,27-12-2019,30.69
Wheat,Hubli (Amaragol),27-12-2019,15.29
Coconut,K.R.Nagar,23-12-2019,133
Groundnut,Rona,23-12-2019,35.74
Maize,Rona,23-12-2019,19.43
Arhar+Dal(Tur+Dal),Shimoga,26-12-2019,77.5
Beans,Malur,26-12-2019,23.03
Black+pepper,Moodigere,26-12-2019,251.78
Brinjal,Malur,26-12-2019,20.83
Sunflower,Rona,23-12-2019,35.64
Cabbage,Malur,26-12-2019,10
Capsicum,Malur,26-12-2019,33.33
Chili+Red,Shimoga,26-12-2019,165
Coconut,Tarikere,26-12-2019,160
Copra,Gubbi,26-12-2019,115.5
Copra,Kadur,26-12-2019,97
Copra,Turvekere,26-12-2019,110.27
Cotton,Bijapur,26-12-2019,43.7
Cotton,Chitradurga,26-12-2019,54.89
Cotton,Haveri,26-12-2019,47.25
Cotton,Ranebennur,26-12-2019,51.64
Ashgourd,Ramanagara,31-12-2019,11
Gur(Jaggery),Mandya,26-12-2019,29.2
Jack+Fruit,Malur,26-12-2019,20
Kulthi(Horse+Gram),Mysore (Bandipalya),26-12-2019,29.79
Maize,Badami,26-12-2019,19.5
Maize,Gundlupet,26-12-2019,13.8
Maize,Haveri,26-12-2019,18
Maize,Hosanagar,26-12-2019,18.35
Maize,Kadur,26-12-2019,18.5
Maize,Kalagategi,26-12-2019,19
Maize,Mysore (Bandipalya),26-12-2019,18.89
Maize,Nippani,26-12-2019,17.5
Maize,Shimoga,26-12-2019,18.9
Mustard,Shimoga,26-12-2019,46.5
Onion,Belgaum,26-12-2019,68
Onion,Ranebennur,26-12-2019,48
Paddy(Dhan)(Common),Hosanagar,26-12-2019,15
Paddy(Dhan)(Common),Kumta,26-12-2019,14
Paddy(Dhan)(Common),Moodigere,26-12-2019,17.4
Paddy(Dhan)(Common),Mysore (Bandipalya),26-12-2019,18.87
Paddy(Dhan)(Common),Shimoga,26-12-2019,25.65
Pineapple,Malur,26-12-2019,10
Potato,Belgaum,26-12-2019,20
Tomato,Kolar,31-12-2019,8.86
Tomato,Srinivasapur,31-12-2019,8.33
Tender+Coconut,K.R.Nagar,31-12-2019,111
Tender+Coconut,Pandavapura,31-12-2019,90
Ragi+(Finger+Millet),Mysore (Bandipalya),26-12-2019,23.02
Rice,Gangavathi,26-12-2019,20.7
Soyabean,Kalagategi,26-12-2019,40
Gur(Jaggery),Mhalingapur,29-12-2019,34.76
Sweet+Potato,Belgaum,26-12-2019,6
Tomato,Kadur,26-12-2019,7.14
Tomato,Malur,26-12-2019,10.93
Wheat,Shimoga,26-12-2019,31.5
Soyabean,Hanagal,31-12-2019,42.07
Seemebadnekai,Ramanagara,31-12-2019,31
Raddish,Kolar,31-12-2019,4.5
Paddy(Dhan)(Common),Hanagal,31-12-2019,15
Paddy(Dhan)(Common),Honnali,31-12-2019,17.36
Paddy(Dhan)(Common),K.R.Nagar,31-12-2019,16
Paddy(Dhan)(Common),Madhugiri,31-12-2019,15
Paddy(Dhan)(Common),Srirangapattana,31-12-2019,17.65
Papaya,Channapatana,31-12-2019,8
Papaya,Ramanagara,31-12-2019,11.5
Alasande+Gram,Holenarsipura,31-12-2019,50
Alasande+Gram,Bellary,10-03-2021,63
Potato,Ramanagara,02-04-2021,16
Groundnut,Mundaragi,14-06-2021,53.26
Copra,Tiptur,12-05-2021,155
Alasande+Gram,Laxmeshwar,02-03-2021,61.39
Alasande+Gram,Bellary,02-03-2021,58.08
Alasande+Gram,Gulbarga,02-03-2021,50
Alasande+Gram,Bangalore,08-03-2021,64.5
Alasande+Gram,Bellary,08-03-2021,63.14
Alasande+Gram,Mundaragi,05-03-2021,62.9
Alasande+Gram,Mundaragi,06-03-2021,63.18
Alasande+Gram,Laxmeshwar,08-03-2021,55.55
Alasande+Gram,Laxmeshwar,10-03-2021,59.19
Alasande+Gram,Laxmeshwar,09-03-2021,52.5
Alasande+Gram,Bellary,09-03-2021,60.87
Alasande+Gram,Bellary,12-03-2021,61.48
Alasande+Gram,Laxmeshwar,12-03-2021,52.28
Alasande+Gram,Bagalakot,23-03-2021,56.59
Alasande+Gram,Bellary,16-03-2021,62.41
Tomato,Ramanagara,03-03-2021,10
Alasande+Gram,Bangalore,23-03-2021,65
Alasande+Gram,Laxmeshwar,16-03-2021,62.31
Alasande+Gram,Bellary,19-03-2021,58.6
Alasande+Gram,Laxmeshwar,19-03-2021,56.66
Peas+Wet,Ramanagara,06-03-2021,32
Potato,Ramanagara,06-03-2021,14
Alasande+Gram,Bagalakot,24-03-2021,56.27
Alasande+Gram,Mundaragi,23-03-2021,57.42
Alasande+Gram,Harappana Halli,24-03-2021,59.5
Alasande+Gram,Mundaragi,27-03-2021,54.65
Alasande+Gram,Mundaragi,26-03-2021,55.91
Alasande+Gram,Bellary,30-03-2021,56.55
Alasande+Gram,Laxmeshwar,05-04-2021,54.47
Alasande+Gram,Laxmeshwar,30-03-2021,55.1
Knool+Khol,Ramanagara,03-03-2021,10
Alasande+Gram,Laxmeshwar,31-03-2021,45.55
Alasande+Gram,Mundaragi,31-03-2021,56.54
Alasande+Gram,Laxmeshwar,06-04-2021,49.29
Alasande+Gram,Mundaragi,05-04-2021,56.43
Banana+-+Green,Kundapura,13-03-2021,16.5
Banana+-+Green,Kundapura,06-03-2021,16.6
Seemebadnekai,Ramanagara,15-03-2021,10
Snake+gourd,Ramanagara,15-03-2021,14
Alasande+Gram,Mundaragi,06-04-2021,56.96
Alasande+Gram,Bellary,08-04-2021,55.89
Black+pepper,Siddapur,02-03-2021,327.19
Potato,Ramanagara,19-03-2021,14
Beans,Chickkaballapura,03-03-2021,16.5
Beans,Chikkamagalore,03-03-2021,32.86
Beetroot,Chickkaballapura,03-03-2021,12.5
Bull,Ramdurga,14-03-2021,250
Black+pepper,Sirsi,06-03-2021,350.38
Raddish,Bangarpet,01-04-2021,2.8
Alasande+Gram,Mundaragi,07-04-2021,56.09
Ashgourd,Mysore (Bandipalya),15-03-2021,11.5
Beans,Chikkamagalore,10-03-2021,35.71
Beetroot,Davangere,10-03-2021,8
Brinjal,Chickkaballapura,03-03-2021,7
Beans,Chikkamagalore,12-03-2021,34.48
Black+pepper,Siddapur,08-03-2021,337.99
Alasande+Gram,Mundaragi,27-04-2021,46.93
Cauliflower,Ramanagara,03-03-2021,16
Alasande+Gram,Laxmeshwar,20-04-2021,48.58
Alasande+Gram,Laxmeshwar,05-05-2021,46.59
Tamarind+Fruit,Arasikere,01-04-2021,68
Raddish,Ramanagara,24-03-2021,5.5
Suvarna+Gadde,Ramanagara,24-03-2021,18
Thondekai,Ramanagara,24-03-2021,16
Black+pepper,Siddapur,09-03-2021,334.09
Tomato,Ramanagara,31-03-2021,4
Cabbage,Belgaum,06-03-2021,25
Capsicum,Chickkaballapura,02-03-2021,11
Goat,Ramdurga,14-03-2021,42
Black+pepper,Siddapur,10-03-2021,337.89
Brinjal,Bangarpet,08-03-2021,7
Beans,Davangere,12-03-2021,26
Beans,Shimoga,12-03-2021,49
Seemebadnekai,Ramanagara,07-04-2021,18
Potato,Ramanagara,17-04-2021,18
Capsicum,Belgaum,06-03-2021,35
Capsicum,Chickkaballapura,03-03-2021,10
Jowar(Sorghum),Ramdurga,14-03-2021,22
Beans,Malur,30-03-2021,29.96
Ridge+gourd(Tori),Ramanagara,17-04-2021,23
Black+pepper,Siddapur,12-03-2021,336.09
Beans,Bangarpet,15-03-2021,18
Tomato,Ramanagara,17-04-2021,3
Beans,Mysore (Bandipalya),15-03-2021,21.5
Castor+Seed,Kottur,02-03-2021,46.09
Cauliflower,Ramanagara,06-03-2021,13
Beans,Ramanagara,15-05-2021,40
Avare+Dal,Tarikere,18-03-2021,40.06
Beans,Chickkaballapura,16-03-2021,16
Cauliflower,Belgaum,06-03-2021,18.5
Banana+-+Green,Kundapura,27-03-2021,16.6
Cauliflower,Chikkamagalore,03-03-2021,9.88
Dry+Chillies,Hubli (Amaragol),13-03-2021,136.99
Black+pepper,Siddapur,15-03-2021,335.09
Carrot,Chikkamagalore,10-03-2021,11.9
Snake+gourd,Ramanagara,23-04-2021,10
Beans,Shimoga,17-03-2021,19
Chennangi+Dal,Bangalore,08-03-2021,68.5
Capsicum,Ramanagara,06-03-2021,23
Chilly+Capsicum,Chickkaballapura,02-03-2021,16
Coconut,Kundapura,06-03-2021,150
Copra,Turvekere,06-03-2021,163
Beans,Shimoga,23-03-2021,38
Black+pepper,Siddapur,16-03-2021,345.39
Black+pepper,Yellapur,16-03-2021,330.99
Carrot,Bangarpet,08-03-2021,10
Coconut,Chickkaballapura,03-03-2021,130
Copra,Tiptur,08-03-2021,159
Corriander+seed,Bhadravathi,06-03-2021,67.94
Brinjal,Bangarpet,30-03-2021,9.5
Cauliflower,Chikkamagalore,10-03-2021,10.42
Cotton,Bijapur,06-03-2021,60.69
Cotton,Chitradurga,06-03-2021,61.93
Cotton,Gadag,06-03-2021,55.51
Cotton,Hubli (Amaragol),06-03-2021,37.37
Cotton,Raichur,06-03-2021,55.5
Cotton,Davangere,08-03-2021,70.19
Cotton,Haveri,08-03-2021,57.11
Cotton,Nargunda,08-03-2021,54
Cotton,Savanur,08-03-2021,60.29
Cotton,Bijapur,02-03-2021,62.42
Carrot,Chikkamagalore,12-03-2021,19.23
Cotton,Raichur,02-03-2021,56.5
Cotton,Ranebennur,02-03-2021,57.16
Cotton,Bijapur,03-03-2021,62.59
Cotton,Gadag,03-03-2021,56.76
Cotton,Raichur,03-03-2021,56.5
Cotton,Sindhanur,02-03-2021,53.15
Raddish,Ramanagara,28-04-2021,22
Cucumbar(Kheera),Channapatana,03-03-2021,16
Cucumbar(Kheera),Chickkaballapura,03-03-2021,6
Groundnut,Hubli (Amaragol),13-03-2021,38.89
Cummin+Seed(Jeera),Gadag,06-03-2021,95.38
Banana,Channapatana,13-04-2021,24
Dry+Chillies,Gadag,06-03-2021,125.61
Dry+Chillies,Hubli (Amaragol),06-03-2021,123.89
Dry+Grapes,Bijapur,06-03-2021,155
Cummin+Seed(Jeera),Gadag,03-03-2021,89.32
Black+pepper,Chikkamagalore,30-03-2021,250.78
Dry+Chillies,Hubli (Amaragol),08-03-2021,120.66
Jowar(Sorghum),Hubli (Amaragol),13-03-2021,17.7
Cummin+Seed(Jeera),Gadag,02-03-2021,102.52
Copra,Arasikere,02-03-2021,155.83
Black+pepper,Yellapur,30-03-2021,351.21
Duster+Beans,K.R. Pet,02-03-2021,18
Dry+Chillies,Gadag,03-03-2021,126
Cauliflower,Chikkamagalore,12-03-2021,10.96
Cotton,Chitradurga,02-03-2021,60.5
Cotton,Jagalur,02-03-2021,60
Black+pepper,Siddapur,23-03-2021,356.39
Black+pepper,Yellapur,23-03-2021,351.29
Garlic,Chickkaballapura,03-03-2021,45
Cabbage,Shimoga,30-03-2021,24
Black+pepper,Siddapur,26-03-2021,365.42
Black+pepper,Sirsi,26-03-2021,362.96
Maize,Hubli (Amaragol),13-03-2021,13.61
Carrot,Shimoga,10-03-2021,13
Black+pepper,Siddapur,24-03-2021,356.09
Black+pepper,Sirsi,24-03-2021,359.99
Ginger(Dry),Chickkaballapura,03-03-2021,12.5
Cotton,Savanur,10-03-2021,56.11
Cotton,Soundati,10-03-2021,50.81
Green+Chilli,Ramanagara,15-03-2021,20
Chili+Red,Shimoga,08-03-2021,111.1
Dry+Chillies,Byadagi,02-03-2021,143.09
Dry+Chillies,Hubli (Amaragol),02-03-2021,122.69
Copra,Turvekere,08-03-2021,161
Onion,Hubli (Amaragol),13-03-2021,12
Green+Chilli,Belgaum,06-03-2021,30
Black+pepper,Sirsi,31-03-2021,373.77
Beans,Chickkaballapura,05-04-2021,20
Corriander+seed,Shimoga,08-03-2021,28.5
Castor+Seed,Gangavathi,10-03-2021,43
Brinjal,Davangere,17-03-2021,7
Beans,Malur,05-04-2021,32.6
Beans,Mysore (Bandipalya),05-04-2021,23
Green+Chilli,Chikkamagalore,03-03-2021,24.07
Beans,Shimoga,05-04-2021,29
Cummin+Seed(Jeera),Gadag,10-03-2021,83.17
Cotton,Bijapur,08-03-2021,60.36
Cotton,Raichur,08-03-2021,55.2
Cotton,Ranebennur,08-03-2021,57.41
Copra,Arasikere,12-03-2021,155.65
Dry+Chillies,Gadag,10-03-2021,139.03
Dry+Chillies,Hubli (Amaragol),10-03-2021,110
Cotton,Haveri,12-03-2021,56.4
Copra,Arasikere,09-03-2021,155.69
Groundnut,Bagalakot,06-03-2021,48.47
Groundnut,Gadag,06-03-2021,51.01
Groundnut,Hubli (Amaragol),06-03-2021,51.09
Groundnut,Raichur,06-03-2021,61.48
Groundnut,Yadgir,06-03-2021,64.12
Gur(Jaggery),Basava Kalayana,06-03-2021,29
Green+Chilli,Chickkaballapura,02-03-2021,18.5
Cotton,Bijapur,09-03-2021,60.18
Cotton,Haveri,09-03-2021,57.35
Groundnut,Gadag,03-03-2021,51.12
Groundnut,Raichur,03-03-2021,58.99
Green+Chilli,Shimoga,02-03-2021,23
Onion,Raichur,05-03-2021,13.25
Cummin+Seed(Jeera),Gadag,08-03-2021,87.76
Beans,Chikkamagalore,07-04-2021,24.78
Honge+seed,Mysore (Bandipalya),06-03-2021,38.87
Gur(Jaggery),Mandya,03-03-2021,37
Cabbage,Chickkaballapura,16-03-2021,1.75
Jowar(Sorghum),Basava Kalayana,06-03-2021,26.5
Jowar(Sorghum),Gadag,06-03-2021,17.38
Jowar(Sorghum),Gulbarga,06-03-2021,23.5
Jowar(Sorghum),Hubli (Amaragol),06-03-2021,14.05
Groundnut,Mundaragi,06-03-2021,64.5
