state_name,district,year,commodity_name,area
Karnataka,BELGAUM,2013-14,Potato,108.0
Karnataka,BELGAUM,2014-15,Potato,3616.0
Karnataka,BELGAUM,2014-15,Potato,854.0
Karnataka,BELGAUM,2014-15,Potato,106.0
Karnataka,BELGAUM,2015-16,Potato,4511.0
Karnataka,BELGAUM,2015-16,Potato,284.0
Karnataka,BELGAUM,2015-16,Potato,7.0
Karnataka,BELLARY,2013-14,Potato,26.0
Karnataka,BELLARY,2014-15,Potato,10.0
Karnataka,BELLARY,2014-15,Potato,23.0
Karnataka,BELLARY,2015-16,Potato,151.0
Karnataka,BELLARY,2015-16,Potato,41.0
Karnataka,BENGALURU URBAN,2013-14,Potato,79.0
Karnataka,BENGALURU URBAN,2013-14,Potato,33.0
Karnataka,BENGALURU URBAN,2013-14,Potato,4.0
Karnataka,BENGALURU URBAN,2014-15,Potato,64.0
Karnataka,BENGALURU URBAN,2014-15,Potato,14.0
Karnataka,BENGALURU URBAN,2014-15,Potato,9.0
Karnataka,BENGALURU URBAN,2015-16,Potato,30.0
Karnataka,BENGALURU URBAN,2015-16,Potato,63.0
Karnataka,BENGALURU URBAN,2015-16,Potato,7.0
Karnataka,BIDAR,2013-14,Potato,49.0
Karnataka,BIDAR,2013-14,Potato,130.0
Karnataka,BIDAR,2013-14,Potato,26.0
Karnataka,BIDAR,2014-15,Potato,66.0
Karnataka,BIDAR,2014-15,Potato,53.0
Karnataka,BIDAR,2014-15,Potato,2.0
Karnataka,BIDAR,2015-16,Potato,46.0
Karnataka,BIDAR,2015-16,Potato,42.0
Karnataka,BIJAPUR,2014-15,Potato,2.0
Karnataka,BIJAPUR,2014-15,Potato,22.0
Karnataka,BIJAPUR,2015-16,Potato,6.0
Karnataka,CHAMARAJANAGAR,2013-14,Potato,271.0
Karnataka,CHAMARAJANAGAR,2013-14,Potato,61.0
Karnataka,CHAMARAJANAGAR,2013-14,Potato,12.0
Karnataka,CHAMARAJANAGAR,2014-15,Potato,147.0
Karnataka,CHAMARAJANAGAR,2014-15,Potato,23.0
Karnataka,CHAMARAJANAGAR,2014-15,Potato,3.0
Karnataka,CHAMARAJANAGAR,2015-16,Potato,433.0
Karnataka,CHAMARAJANAGAR,2015-16,Potato,30.0
Karnataka,CHAMARAJANAGAR,2015-16,Potato,16.0
Karnataka,CHIKBALLAPUR,2013-14,Potato,178.0
Karnataka,CHIKBALLAPUR,2013-14,Potato,2405.0
Karnataka,CHIKBALLAPUR,2013-14,Potato,15.0
Karnataka,CHIKBALLAPUR,2014-15,Potato,209.0
Karnataka,CHIKBALLAPUR,2014-15,Potato,2650.0
Karnataka,CHIKBALLAPUR,2014-15,Potato,14.0
Karnataka,CHIKBALLAPUR,2015-16,Potato,321.0
Karnataka,CHIKBALLAPUR,2015-16,Potato,1947.0
Karnataka,CHIKBALLAPUR,2015-16,Potato,30.0
Karnataka,CHIKMAGALUR,2013-14,Potato,4426.0
Karnataka,CHIKMAGALUR,2013-14,Potato,9.0
Karnataka,CHIKMAGALUR,2014-15,Potato,5150.0
Karnataka,CHIKMAGALUR,2014-15,Potato,6.0
Karnataka,CHIKMAGALUR,2015-16,Potato,5710.0
Karnataka,CHIKMAGALUR,2015-16,Potato,5.0
Karnataka,CHITRADURGA,2013-14,Potato,23.0
Karnataka,CHITRADURGA,2015-16,Potato,13.0
Karnataka,DAVANGERE,2013-14,Potato,56.0
Karnataka,DAVANGERE,2014-15,Potato,24.0
Karnataka,DAVANGERE,2015-16,Potato,75.0
Karnataka,DAVANGERE,2015-16,Potato,2.0
Karnataka,DHARWAD,2013-14,Potato,1157.0
Karnataka,DHARWAD,2013-14,Potato,79.0
Karnataka,DHARWAD,2013-14,Potato,3.0
Karnataka,DHARWAD,2014-15,Potato,1286.0
Karnataka,DHARWAD,2014-15,Potato,193.0
Karnataka,DHARWAD,2015-16,Potato,1112.0
Karnataka,DHARWAD,2015-16,Potato,48.0
Karnataka,GULBARGA,2013-14,Potato,4.0
Karnataka,GULBARGA,2014-15,Potato,53.0
Karnataka,GULBARGA,2015-16,Potato,104.0
Karnataka,HASSAN,2013-14,Potato,18561.0
Karnataka,HASSAN,2014-15,Potato,22207.0
Karnataka,HASSAN,2014-15,Potato,10.0
Karnataka,HASSAN,2014-15,Potato,4.0
Karnataka,HASSAN,2015-16,Potato,18639.0
Karnataka,HASSAN,2015-16,Potato,30.0
Karnataka,HASSAN,2015-16,Potato,2.0
Karnataka,HAVERI,2014-15,Potato,1.0
Karnataka,HAVERI,2015-16,Potato,3.0
Karnataka,HAVERI,2015-16,Potato,1.0
Karnataka,KODAGU,2013-14,Potato,7.0
Karnataka,KODAGU,2014-15,Potato,18.0
Karnataka,KODAGU,2015-16,Potato,15.0
Karnataka,KOLAR,2013-14,Potato,3205.0
Karnataka,KOLAR,2013-14,Potato,340.0
Karnataka,KOLAR,2014-15,Potato,3024.0
Karnataka,KOLAR,2014-15,Potato,320.0
Karnataka,KOLAR,2015-16,Potato,3313.0
Karnataka,KOLAR,2015-16,Potato,335.0
Karnataka,MANDYA,2013-14,Potato,17.0
Karnataka,MANDYA,2013-14,Potato,22.0
Karnataka,MANDYA,2013-14,Potato,23.0
Karnataka,MANDYA,2014-15,Potato,19.0
Karnataka,MANDYA,2014-15,Potato,63.0
Karnataka,MANDYA,2014-15,Potato,8.0
Karnataka,MANDYA,2015-16,Potato,80.0
Karnataka,MANDYA,2015-16,Potato,16.0
Karnataka,MANDYA,2015-16,Potato,4.0
Karnataka,MYSORE,2013-14,Potato,119.0
Karnataka,MYSORE,2014-15,Potato,200.0
Karnataka,MYSORE,2014-15,Potato,31.0
Karnataka,MYSORE,2014-15,Potato,1.0
Karnataka,MYSORE,2015-16,Potato,83.0
Karnataka,MYSORE,2015-16,Potato,8.0
Karnataka,RAMANAGARA,2013-14,Potato,4.0
Karnataka,RAMANAGARA,2014-15,Potato,12.0
Karnataka,RAMANAGARA,2015-16,Potato,7.0
Karnataka,SHIMOGA,2013-14,Potato,1.0
Karnataka,TUMKUR,2013-14,Potato,15.0
Karnataka,TUMKUR,2013-14,Potato,8.0
Karnataka,TUMKUR,2013-14,Potato,1.0
Karnataka,TUMKUR,2014-15,Potato,51.0
Karnataka,TUMKUR,2014-15,Potato,32.0
Karnataka,TUMKUR,2014-15,Potato,8.0
Karnataka,TUMKUR,2015-16,Potato,20.0
Karnataka,TUMKUR,2015-16,Potato,31.0
Karnataka,TUMKUR,2015-16,Potato,17.0
Karnataka,BANGALORE RURAL,2013-14,Ragi,40329.0
Karnataka,BANGALORE RURAL,2013-14,Ragi,177.0
Karnataka,BANGALORE RURAL,2013-14,Ragi,36.0
Karnataka,BANGALORE RURAL,2014-15,Ragi,35844.0
Karnataka,BANGALORE RURAL,2014-15,Ragi,76.0
Karnataka,BANGALORE RURAL,2014-15,Ragi,42.0
Karnataka,BANGALORE RURAL,2015-16,Ragi,38725.0
Karnataka,BANGALORE RURAL,2015-16,Ragi,111.0
Karnataka,BANGALORE RURAL,2015-16,Ragi,48.0
Karnataka,BELGAUM,2013-14,Ragi,1161.0
Karnataka,BELGAUM,2013-14,Ragi,62.0
Karnataka,BELGAUM,2014-15,Ragi,1032.0
Karnataka,BELGAUM,2014-15,Ragi,101.0
Karnataka,BELGAUM,2015-16,Ragi,145.0
Karnataka,BELGAUM,2015-16,Ragi,101.0
Karnataka,BELLARY,2013-14,Ragi,3525.0
Karnataka,BELLARY,2013-14,Ragi,149.0
Karnataka,BELLARY,2013-14,Ragi,187.0
Karnataka,BELLARY,2014-15,Ragi,2897.0
Karnataka,BELLARY,2014-15,Ragi,67.0
Karnataka,BELLARY,2014-15,Ragi,189.0
Karnataka,BELLARY,2015-16,Ragi,2897.0
Karnataka,BELLARY,2015-16,Ragi,10.0
Karnataka,BELLARY,2015-16,Ragi,227.0
Karnataka,BENGALURU URBAN,2013-14,Ragi,23157.0
Karnataka,BENGALURU URBAN,2013-14,Ragi,104.0
Karnataka,BENGALURU URBAN,2013-14,Ragi,72.0
Karnataka,BENGALURU URBAN,2014-15,Ragi,23792.0
Karnataka,BENGALURU URBAN,2014-15,Ragi,116.0
Karnataka,BENGALURU URBAN,2014-15,Ragi,34.0
Karnataka,BENGALURU URBAN,2015-16,Ragi,19670.0
Karnataka,BENGALURU URBAN,2015-16,Ragi,19.0
Karnataka,BENGALURU URBAN,2015-16,Ragi,32.0
Karnataka,CHAMARAJANAGAR,2013-14,Ragi,13801.0
Karnataka,CHAMARAJANAGAR,2013-14,Ragi,281.0
Karnataka,CHAMARAJANAGAR,2013-14,Ragi,356.0
Karnataka,CHAMARAJANAGAR,2014-15,Ragi,15415.0
Karnataka,CHAMARAJANAGAR,2014-15,Ragi,120.0
Karnataka,CHAMARAJANAGAR,2014-15,Ragi,55.0
Karnataka,CHAMARAJANAGAR,2015-16,Ragi,15768.0
Karnataka,CHAMARAJANAGAR,2015-16,Ragi,115.0
Karnataka,CHAMARAJANAGAR,2015-16,Ragi,33.0
Karnataka,CHIKBALLAPUR,2013-14,Ragi,47760.0
Karnataka,CHIKBALLAPUR,2013-14,Ragi,47.0
Karnataka,CHIKBALLAPUR,2013-14,Ragi,10.0
Karnataka,CHIKBALLAPUR,2014-15,Ragi,46858.0
Karnataka,CHIKBALLAPUR,2014-15,Ragi,53.0
Karnataka,CHIKBALLAPUR,2014-15,Ragi,129.0
Karnataka,CHIKBALLAPUR,2015-16,Ragi,46747.0
Karnataka,CHIKBALLAPUR,2015-16,Ragi,27.0
Karnataka,CHIKBALLAPUR,2015-16,Ragi,172.0
Karnataka,CHIKMAGALUR,2013-14,Ragi,38547.0
Karnataka,CHIKMAGALUR,2014-15,Ragi,44122.0
Karnataka,CHIKMAGALUR,2015-16,Ragi,43660.0
Karnataka,CHITRADURGA,2013-14,Ragi,45995.0
Karnataka,CHITRADURGA,2013-14,Ragi,173.0
Karnataka,CHITRADURGA,2013-14,Ragi,1052.0
Karnataka,CHITRADURGA,2014-15,Ragi,54642.0
Karnataka,CHITRADURGA,2014-15,Ragi,567.0
Karnataka,CHITRADURGA,2014-15,Ragi,1929.0
Karnataka,CHITRADURGA,2015-16,Ragi,45555.0
Karnataka,CHITRADURGA,2015-16,Ragi,364.0
Karnataka,CHITRADURGA,2015-16,Ragi,2163.0
Karnataka,DAVANGERE,2013-14,Ragi,9151.0
Karnataka,DAVANGERE,2013-14,Ragi,996.0
Karnataka,DAVANGERE,2013-14,Ragi,470.0
Karnataka,DAVANGERE,2014-15,Ragi,8729.0
Karnataka,DAVANGERE,2014-15,Ragi,2500.0
Karnataka,DAVANGERE,2014-15,Ragi,824.0
Karnataka,DAVANGERE,2015-16,Ragi,12805.0
Karnataka,DAVANGERE,2015-16,Ragi,1671.0
Karnataka,DAVANGERE,2015-16,Ragi,1118.0
Karnataka,DHARWAD,2013-14,Ragi,46.0
Karnataka,DHARWAD,2014-15,Ragi,11.0
Karnataka,DHARWAD,2015-16,Ragi,27.0
Karnataka,GADAG,2013-14,Ragi,2.0
Karnataka,GADAG,2014-15,Ragi,10.0
Karnataka,GADAG,2015-16,Ragi,1.0
Karnataka,HASSAN,2013-14,Ragi,68540.0
Karnataka,HASSAN,2013-14,Ragi,7826.0
Karnataka,HASSAN,2013-14,Ragi,53.0
Karnataka,HASSAN,2014-15,Ragi,63354.0
Karnataka,HASSAN,2014-15,Ragi,10978.0
Karnataka,HASSAN,2014-15,Ragi,46.0
Karnataka,HASSAN,2015-16,Ragi,63735.0
Karnataka,HASSAN,2015-16,Ragi,5862.0
Karnataka,HASSAN,2015-16,Ragi,64.0
Karnataka,HAVERI,2013-14,Ragi,150.0
Karnataka,HAVERI,2014-15,Ragi,225.0
Karnataka,HAVERI,2015-16,Ragi,143.0
Karnataka,HAVERI,2015-16,Ragi,11.0
Karnataka,KOLAR,2013-14,Ragi,55002.0
Karnataka,KOLAR,2013-14,Ragi,74.0
Karnataka,KOLAR,2013-14,Ragi,60.0
Karnataka,KOLAR,2014-15,Ragi,52427.0
Karnataka,KOLAR,2014-15,Ragi,43.0
Karnataka,KOLAR,2014-15,Ragi,21.0
Karnataka,KOLAR,2015-16,Ragi,58328.0
Karnataka,KOLAR,2015-16,Ragi,40.0
Karnataka,MANDYA,2013-14,Ragi,41362.0
Karnataka,MANDYA,2013-14,Ragi,5419.0
Karnataka,MANDYA,2013-14,Ragi,3198.0
Karnataka,MANDYA,2014-15,Ragi,50810.0
Karnataka,MANDYA,2014-15,Ragi,5922.0
Karnataka,MANDYA,2014-15,Ragi,2627.0
Karnataka,MANDYA,2015-16,Ragi,52022.0
Karnataka,MANDYA,2015-16,Ragi,6834.0
Karnataka,MANDYA,2015-16,Ragi,2238.0
Karnataka,MYSORE,2013-14,Ragi,27007.0
Karnataka,MYSORE,2013-14,Ragi,9290.0
Karnataka,MYSORE,2013-14,Ragi,540.0
Karnataka,MYSORE,2014-15,Ragi,26942.0
Karnataka,MYSORE,2014-15,Ragi,12834.0
Karnataka,MYSORE,2014-15,Ragi,356.0
Karnataka,MYSORE,2015-16,Ragi,29877.0
Karnataka,MYSORE,2015-16,Ragi,20835.0
Karnataka,MYSORE,2015-16,Ragi,170.0
Karnataka,RAMANAGARA,2013-14,Ragi,69955.0
Karnataka,RAMANAGARA,2013-14,Ragi,4.0
Karnataka,RAMANAGARA,2013-14,Ragi,330.0
Karnataka,RAMANAGARA,2014-15,Ragi,69083.0
Karnataka,RAMANAGARA,2014-15,Ragi,25.0
Karnataka,RAMANAGARA,2014-15,Ragi,503.0
Karnataka,RAMANAGARA,2015-16,Ragi,70105.0
Karnataka,RAMANAGARA,2015-16,Ragi,59.0
Karnataka,RAMANAGARA,2015-16,Ragi,201.0
Karnataka,SHIMOGA,2013-14,Ragi,662.0
Karnataka,SHIMOGA,2013-14,Ragi,13.0
Karnataka,SHIMOGA,2014-15,Ragi,564.0
Karnataka,SHIMOGA,2015-16,Ragi,722.0
Karnataka,SHIMOGA,2015-16,Ragi,587.0
Karnataka,TUMKUR,2013-14,Ragi,153043.0
Karnataka,TUMKUR,2013-14,Ragi,313.0
Karnataka,TUMKUR,2013-14,Ragi,935.0
Karnataka,TUMKUR,2014-15,Ragi,170691.0
Karnataka,TUMKUR,2014-15,Ragi,233.0
Karnataka,TUMKUR,2014-15,Ragi,603.0
Karnataka,TUMKUR,2015-16,Ragi,161418.0
Karnataka,TUMKUR,2015-16,Ragi,216.0
Karnataka,UTTAR KANNAD,2013-14,Ragi,8.0
Karnataka,UTTAR KANNAD,2013-14,Ragi,1.0
Karnataka,UTTAR KANNAD,2014-15,Ragi,8.0
Karnataka,UTTAR KANNAD,2014-15,Ragi,1.0
Karnataka,UTTAR KANNAD,2015-16,Ragi,5.0
Karnataka,BANGALORE RURAL,2013-14,Rapeseed &Mustard,554.0
Karnataka,BANGALORE RURAL,2014-15,Rapeseed &Mustard,311.0
Karnataka,BANGALORE RURAL,2015-16,Rapeseed &Mustard,240.0
Karnataka,BELGAUM,2013-14,Rapeseed &Mustard,9.0
Karnataka,BELGAUM,2014-15,Rapeseed &Mustard,246.0
Karnataka,BELGAUM,2015-16,Rapeseed &Mustard,9.0
Karnataka,BELLARY,2013-14,Rapeseed &Mustard,2.0
Karnataka,BENGALURU URBAN,2013-14,Rapeseed &Mustard,175.0
Karnataka,BENGALURU URBAN,2014-15,Rapeseed &Mustard,127.0
Karnataka,BENGALURU URBAN,2015-16,Rapeseed &Mustard,189.0
Karnataka,BIDAR,2013-14,Rapeseed &Mustard,159.0
Karnataka,BIDAR,2014-15,Rapeseed &Mustard,50.0
Karnataka,BIDAR,2015-16,Rapeseed &Mustard,10.0
Karnataka,CHIKBALLAPUR,2013-14,Rapeseed &Mustard,288.0
Karnataka,CHIKBALLAPUR,2014-15,Rapeseed &Mustard,204.0
Karnataka,CHIKBALLAPUR,2015-16,Rapeseed &Mustard,239.0
Karnataka,CHIKMAGALUR,2013-14,Rapeseed &Mustard,6.0
Karnataka,CHIKMAGALUR,2014-15,Rapeseed &Mustard,19.0
Karnataka,CHIKMAGALUR,2015-16,Rapeseed &Mustard,18.0
Karnataka,CHITRADURGA,2013-14,Rapeseed &Mustard,6.0
Karnataka,CHITRADURGA,2014-15,Rapeseed &Mustard,11.0
Karnataka,CHITRADURGA,2015-16,Rapeseed &Mustard,9.0
Karnataka,DAVANGERE,2013-14,Rapeseed &Mustard,49.0
Karnataka,DAVANGERE,2014-15,Rapeseed &Mustard,49.0
Karnataka,DAVANGERE,2015-16,Rapeseed &Mustard,23.0
Karnataka,DHARWAD,2013-14,Rapeseed &Mustard,1.0
Karnataka,DHARWAD,2014-15,Rapeseed &Mustard,12.0
Karnataka,DHARWAD,2015-16,Rapeseed &Mustard,2.0
Karnataka,GADAG,2013-14,Rapeseed &Mustard,54.0
Karnataka,GADAG,2014-15,Rapeseed &Mustard,22.0
Karnataka,GADAG,2015-16,Rapeseed &Mustard,21.0
Karnataka,GULBARGA,2013-14,Rapeseed &Mustard,4.0
Karnataka,GULBARGA,2014-15,Rapeseed &Mustard,106.0
Karnataka,HASSAN,2013-14,Rapeseed &Mustard,173.0
Karnataka,HASSAN,2014-15,Rapeseed &Mustard,180.0
Karnataka,HASSAN,2015-16,Rapeseed &Mustard,150.0
Karnataka,HAVERI,2013-14,Rapeseed &Mustard,18.0
Karnataka,HAVERI,2014-15,Rapeseed &Mustard,2.0
Karnataka,HAVERI,2015-16,Rapeseed &Mustard,11.0
Karnataka,KOLAR,2013-14,Rapeseed &Mustard,214.0
Karnataka,KOLAR,2014-15,Rapeseed &Mustard,161.0
Karnataka,KOLAR,2015-16,Rapeseed &Mustard,177.0
Karnataka,MANDYA,2013-14,Rapeseed &Mustard,1.0
Karnataka,MANDYA,2015-16,Rapeseed &Mustard,2.0
Karnataka,RAMANAGARA,2013-14,Rapeseed &Mustard,565.0
Karnataka,RAMANAGARA,2014-15,Rapeseed &Mustard,387.0
Karnataka,RAMANAGARA,2015-16,Rapeseed &Mustard,366.0
Karnataka,TUMKUR,2013-14,Rapeseed &Mustard,422.0
Karnataka,TUMKUR,2014-15,Rapeseed &Mustard,147.0
Karnataka,TUMKUR,2015-16,Rapeseed &Mustard,139.0
Karnataka,BAGALKOT,2013-14,Rice,54.0
Karnataka,BAGALKOT,2014-15,Rice,25.0
Karnataka,BAGALKOT,2015-16,Rice,32.0
Karnataka,BANGALORE RURAL,2013-14,Rice,685.0
Karnataka,BANGALORE RURAL,2013-14,Rice,137.0
Karnataka,BANGALORE RURAL,2014-15,Rice,598.0
Karnataka,BANGALORE RURAL,2014-15,Rice,49.0
Karnataka,BANGALORE RURAL,2015-16,Rice,704.0
Karnataka,BANGALORE RURAL,2015-16,Rice,32.0
Karnataka,BELGAUM,2013-14,Rice,58597.0
Karnataka,BELGAUM,2013-14,Rice,77.0
Karnataka,BELGAUM,2014-15,Rice,59938.0
Karnataka,BELGAUM,2015-16,Rice,61123.0
Karnataka,BELGAUM,2015-16,Rice,98.0
Karnataka,BELGAUM,2015-16,Rice,9.0
Karnataka,BELLARY,2013-14,Rice,76010.0
Karnataka,BELLARY,2013-14,Rice,34538.0
Karnataka,BELLARY,2014-15,Rice,77598.0
Karnataka,BELLARY,2014-15,Rice,40.0
Karnataka,BELLARY,2014-15,Rice,41005.0
Karnataka,BELLARY,2015-16,Rice,75608.0
Karnataka,BELLARY,2015-16,Rice,18058.0
Karnataka,BENGALURU URBAN,2013-14,Rice,1113.0
Karnataka,BENGALURU URBAN,2013-14,Rice,4.0
Karnataka,BENGALURU URBAN,2013-14,Rice,59.0
Karnataka,BENGALURU URBAN,2014-15,Rice,950.0
Karnataka,BENGALURU URBAN,2014-15,Rice,21.0
Karnataka,BENGALURU URBAN,2015-16,Rice,716.0
Karnataka,BENGALURU URBAN,2015-16,Rice,66.0
Karnataka,BIDAR,2013-14,Rice,3572.0
Karnataka,BIDAR,2014-15,Rice,2063.0
Karnataka,BIDAR,2015-16,Rice,1549.0
Karnataka,BIJAPUR,2013-14,Rice,52.0
Karnataka,BIJAPUR,2014-15,Rice,50.0
Karnataka,BIJAPUR,2015-16,Rice,51.0
Karnataka,CHAMARAJANAGAR,2013-14,Rice,15001.0
Karnataka,CHAMARAJANAGAR,2013-14,Rice,26.0
Karnataka,CHAMARAJANAGAR,2013-14,Rice,350.0
Karnataka,CHAMARAJANAGAR,2014-15,Rice,13739.0
Karnataka,CHAMARAJANAGAR,2014-15,Rice,17.0
Karnataka,CHAMARAJANAGAR,2014-15,Rice,60.0
Karnataka,CHAMARAJANAGAR,2015-16,Rice,13585.0
Karnataka,CHAMARAJANAGAR,2015-16,Rice,109.0
Karnataka,CHAMARAJANAGAR,2015-16,Rice,186.0
Karnataka,CHIKBALLAPUR,2013-14,Rice,2095.0
Karnataka,CHIKBALLAPUR,2013-14,Rice,9.0
Karnataka,CHIKBALLAPUR,2014-15,Rice,799.0
Karnataka,CHIKBALLAPUR,2014-15,Rice,15.0
Karnataka,CHIKBALLAPUR,2015-16,Rice,1216.0
Karnataka,CHIKBALLAPUR,2015-16,Rice,117.0
Karnataka,CHIKMAGALUR,2013-14,Rice,38396.0
Karnataka,CHIKMAGALUR,2013-14,Rice,2652.0
Karnataka,CHIKMAGALUR,2014-15,Rice,37327.0
Karnataka,CHIKMAGALUR,2014-15,Rice,3010.0
Karnataka,CHIKMAGALUR,2015-16,Rice,32219.0
Karnataka,CHIKMAGALUR,2015-16,Rice,817.0
Karnataka,CHITRADURGA,2013-14,Rice,1196.0
Karnataka,CHITRADURGA,2013-14,Rice,361.0
Karnataka,CHITRADURGA,2013-14,Rice,612.0
Karnataka,CHITRADURGA,2014-15,Rice,1048.0
Karnataka,CHITRADURGA,2014-15,Rice,402.0
Karnataka,CHITRADURGA,2014-15,Rice,575.0
Karnataka,CHITRADURGA,2015-16,Rice,847.0
Karnataka,CHITRADURGA,2015-16,Rice,97.0
Karnataka,CHITRADURGA,2015-16,Rice,353.0
Karnataka,DAKSHIN KANNAD,2013-14,Rice,31646.0
Karnataka,DAKSHIN KANNAD,2013-14,Rice,21705.0
Karnataka,DAKSHIN KANNAD,2013-14,Rice,1980.0
Karnataka,DAKSHIN KANNAD,2014-15,Rice,29749.0
Karnataka,DAKSHIN KANNAD,2014-15,Rice,21240.0
Karnataka,DAKSHIN KANNAD,2014-15,Rice,1360.0
Karnataka,DAKSHIN KANNAD,2015-16,Rice,28029.0
Karnataka,DAKSHIN KANNAD,2015-16,Rice,19085.0
Karnataka,DAKSHIN KANNAD,2015-16,Rice,1575.0
Karnataka,DAVANGERE,2013-14,Rice,74223.0
Karnataka,DAVANGERE,2013-14,Rice,53400.0
Karnataka,DAVANGERE,2014-15,Rice,75259.0
Karnataka,DAVANGERE,2014-15,Rice,61421.0
Karnataka,DAVANGERE,2015-16,Rice,72469.0
Karnataka,DAVANGERE,2015-16,Rice,25792.0
Karnataka,DHARWAD,2013-14,Rice,22354.0
Karnataka,DHARWAD,2013-14,Rice,89.0
Karnataka,DHARWAD,2014-15,Rice,20554.0
Karnataka,DHARWAD,2014-15,Rice,123.0
Karnataka,DHARWAD,2015-16,Rice,23897.0
Karnataka,DHARWAD,2015-16,Rice,12.0
Karnataka,GADAG,2013-14,Rice,1362.0
Karnataka,GADAG,2013-14,Rice,1565.0
Karnataka,GADAG,2014-15,Rice,1044.0
Karnataka,GADAG,2014-15,Rice,999.0
Karnataka,GADAG,2015-16,Rice,879.0
Karnataka,GADAG,2015-16,Rice,828.0
Karnataka,GULBARGA,2013-14,Rice,4281.0
Karnataka,GULBARGA,2013-14,Rice,875.0
Karnataka,GULBARGA,2013-14,Rice,122.0
Karnataka,GULBARGA,2014-15,Rice,1556.0
Karnataka,GULBARGA,2014-15,Rice,356.0
Karnataka,GULBARGA,2014-15,Rice,3744.0
Karnataka,GULBARGA,2015-16,Rice,3720.0
Karnataka,GULBARGA,2015-16,Rice,389.0
Karnataka,GULBARGA,2015-16,Rice,90.0
Karnataka,HASSAN,2013-14,Rice,50260.0
Karnataka,HASSAN,2013-14,Rice,453.0
Karnataka,HASSAN,2013-14,Rice,1086.0
Karnataka,HASSAN,2014-15,Rice,45653.0
Karnataka,HASSAN,2014-15,Rice,1752.0
Karnataka,HASSAN,2014-15,Rice,667.0
Karnataka,HASSAN,2015-16,Rice,41719.0
Karnataka,HASSAN,2015-16,Rice,150.0
Karnataka,HASSAN,2015-16,Rice,949.0
Karnataka,HAVERI,2013-14,Rice,41051.0
Karnataka,HAVERI,2013-14,Rice,7312.0
Karnataka,HAVERI,2014-15,Rice,39894.0
Karnataka,HAVERI,2014-15,Rice,6285.0
Karnataka,HAVERI,2015-16,Rice,38857.0
Karnataka,HAVERI,2015-16,Rice,6111.0
Karnataka,KODAGU,2013-14,Rice,31917.0
Karnataka,KODAGU,2013-14,Rice,110.0
Karnataka,KODAGU,2014-15,Rice,30899.0
Karnataka,KODAGU,2014-15,Rice,5.0
Karnataka,KODAGU,2014-15,Rice,56.0
Karnataka,KODAGU,2015-16,Rice,28285.0
Karnataka,KODAGU,2015-16,Rice,5.0
Karnataka,KODAGU,2015-16,Rice,46.0
Karnataka,KOLAR,2013-14,Rice,1917.0
Karnataka,KOLAR,2013-14,Rice,60.0
Karnataka,KOLAR,2014-15,Rice,344.0
Karnataka,KOLAR,2015-16,Rice,395.0
Karnataka,KOPPAL,2013-14,Rice,39740.0
Karnataka,KOPPAL,2013-14,Rice,36137.0
Karnataka,KOPPAL,2014-15,Rice,39439.0
Karnataka,KOPPAL,2014-15,Rice,35716.0
Karnataka,KOPPAL,2015-16,Rice,40917.0
Karnataka,KOPPAL,2015-16,Rice,9836.0
Karnataka,MANDYA,2013-14,Rice,52305.0
Karnataka,MANDYA,2013-14,Rice,1407.0
Karnataka,MANDYA,2013-14,Rice,11903.0
Karnataka,MANDYA,2014-15,Rice,51037.0
Karnataka,MANDYA,2014-15,Rice,828.0
Karnataka,MANDYA,2014-15,Rice,14657.0
Karnataka,MANDYA,2015-16,Rice,52495.0
Karnataka,MANDYA,2015-16,Rice,132.0
Karnataka,MANDYA,2015-16,Rice,5860.0
Karnataka,MYSORE,2013-14,Rice,91737.0
Karnataka,MYSORE,2013-14,Rice,50.0
Karnataka,MYSORE,2013-14,Rice,10661.0
Karnataka,MYSORE,2014-15,Rice,94359.0
Karnataka,MYSORE,2014-15,Rice,8864.0
Karnataka,MYSORE,2015-16,Rice,88740.0
Karnataka,MYSORE,2015-16,Rice,4781.0
Karnataka,RAICHUR,2013-14,Rice,107557.0
Karnataka,RAICHUR,2013-14,Rice,70799.0
Karnataka,RAICHUR,2014-15,Rice,97935.0
Karnataka,RAICHUR,2014-15,Rice,64645.0
Karnataka,RAICHUR,2015-16,Rice,104129.0
Karnataka,RAICHUR,2015-16,Rice,11117.0
Karnataka,RAMANAGARA,2013-14,Rice,5321.0
Karnataka,RAMANAGARA,2013-14,Rice,431.0
Karnataka,RAMANAGARA,2014-15,Rice,4617.0
Karnataka,RAMANAGARA,2014-15,Rice,2.0
Karnataka,RAMANAGARA,2014-15,Rice,605.0
Karnataka,RAMANAGARA,2015-16,Rice,4092.0
Karnataka,RAMANAGARA,2015-16,Rice,45.0
Karnataka,RAMANAGARA,2015-16,Rice,317.0
Karnataka,SHIMOGA,2013-14,Rice,108268.0
Karnataka,SHIMOGA,2013-14,Rice,16354.0
Karnataka,SHIMOGA,2014-15,Rice,105581.0
Karnataka,SHIMOGA,2014-15,Rice,16288.0
Karnataka,SHIMOGA,2015-16,Rice,101920.0
Karnataka,SHIMOGA,2015-16,Rice,2.0
Karnataka,SHIMOGA,2015-16,Rice,8103.0
Karnataka,TUMKUR,2013-14,Rice,11659.0
Karnataka,TUMKUR,2013-14,Rice,109.0
Karnataka,TUMKUR,2013-14,Rice,1268.0
